id,title,price,release_date,quantity,description,key_search,idPublisher
904,18+ KISHI MIEKO EIGYOUSAKI DE MUCHITTO KAISUIYOKU VER. 1/6,5480000,9/2021,5," Giá cập nhật tháng 2/2021 : 5.480.000đ, 18+ Kishi Mieko Eigyousaki de Muchitto Kaisuiyoku ver. 1/6, Nhân vật : Kishi Mieko, Series :  Joshunin - Kishi Mieko, Tỷ lệ : 1/6, Hãng sản xuất : Daiki kogyo, Kích thước : 30cm , Phát hành : 9/2021, Daiki kogyo Kishi Mieko Joshunin - Kishi Mieko 18+ 1/6 Eigyousaki de Muchitto Kaisuiyoku ","  2/2021  5.480.000d, 18+ Kishi Mieko Eigyousaki de Muchitto Kaisuiyoku ver. 1/6,   Kishi Mieko,    Joshunin - Kishi Mieko,   1/6,   Daiki kogyo,   30cm ,   9/2021, Daiki kogyo Kishi Mieko Joshunin - Kishi Mieko 18+ 1/6 Eigyousaki de Muchitto Kaisuiyoku ",49
905,ARTFX J 13 SENTINELS: AEGIS RIM NATSUNO MINAMI & BJ 1/8,4280000,7/2021,5," Giá cập nhật tháng 2/2021 : 4.280.000đ, ARTFX J 13 Sentinels: Aegis Rim Natsuno Minami & BJ 1/8, Nhân vật : Natsuno Minami , BJ, Series :  13 Sentinels: Aegis Rim, Tỷ lệ : 1/8, Hãng sản xuất : Kotobukiya, Kích thước : 25cm , Phát hành : 7/2021, 13 Sentinels: Aegis Rim BJ Kotobukiya 13 Sentinels Natsuno Minami ARTFX J Natsuno Minami & BJ ","  2/2021  4.280.000d, ARTFX J 13 Sentinels Aegis Rim Natsuno Minami & BJ 1/8,   Natsuno Minami , BJ,    13 Sentinels Aegis Rim,   1/8,   Kotobukiya,   25cm ,   7/2021, 13 Sentinels Aegis Rim BJ Kotobukiya 13 Sentinels Natsuno Minami ARTFX J Natsuno Minami & BJ ",9
906,B-STYLE LOVEPLUS RINKO KOBAYAKAWA SWIMSUIT VER. 1/4,8280000,11/2021,5," Giá cập nhật tháng 2/2021 : 8.280.000đ, B-STYLE Loveplus Rinko Kobayakawa Swimsuit Ver. 1/4, Nhân vật : Rinko Kobayakawa, Series :  Loveplus Rinko, Tỷ lệ : 1/4, Hãng sản xuất : FREEing, Kích thước : 39cm , Phát hành : 11/2021, FREEing Loveplus Swimsuit Rinko Kobayakawa 1/4 B-STYLE ","  2/2021  8.280.000d, B-STYLE Loveplus Rinko Kobayakawa Swimsuit Ver. 1/4,   Rinko Kobayakawa,    Loveplus Rinko,   1/4,   FREEing,   39cm ,   11/2021, FREEing Loveplus Swimsuit Rinko Kobayakawa 1/4 B-STYLE ",34
907,XENOBLADE CHRONICLES DEFINITIVE EDITION MELIA ANTIQUA 1/7,6520000,7/2022,5," Giá cập nhật tháng 2/2021 : 6.520.000đ, Xenoblade Chronicles Definitive Edition Melia Antiqua 1/7, Nhân vật : Melia Antiqua, Series : Xenoblade Chronicles, Tỷ lệ : 1/7, Hãng sản xuất : Good Smile Company, Kích thước : 27.5cm , Phát hành : 7/2022, Good Smile Company Melia Antiqua Xenoblade Chronicles 1/7 Scale Figure 1/7 Definitive Edition ","  2/2021  6.520.000d, Xenoblade Chronicles Definitive Edition Melia Antiqua 1/7,   Melia Antiqua,   Xenoblade Chronicles,   1/7,   Good Smile Company,   27.5cm ,   7/2022, Good Smile Company Melia Antiqua Xenoblade Chronicles 1/7 Scale Figure 1/7 Definitive Edition ",3
908,KUMA KUMA KUMA BEAR YUNA 1/7,5800000,10/2021,5," Giá cập nhật tháng 2/2021 : 5.800.000đ, Kuma Kuma Kuma Bear Yuna 1/7, Nhân vật : Yuna, Series :  Kuma Kuma Kuma Bear, Tỷ lệ : 1/7, Hãng sản xuất : furyu, Kích thước : 22cm , Phát hành : 10/2021, 1/7 Scale Figure furyu 1/7 Yuna Kuma Kuma Kuma Bear ","  2/2021  5.800.000d, Kuma Kuma Kuma Bear Yuna 1/7,   Yuna,    Kuma Kuma Kuma Bear,   1/7,   furyu,   22cm ,   10/2021, 1/7 Scale Figure furyu 1/7 Yuna Kuma Kuma Kuma Bear ",42
909,HAYASHI HIROKI FIGURE COLLECTION EVA GIRLS MARI 1/7,4250000,8/2021,5," Giá cập nhật tháng 2/2021 : 4.250.000đ, HAYASHI HIROKI FIGURE COLLECTION Eva Girls Mari 1/7, Nhân vật : Mari Makinami Illustrious, Series :  Evangelion, Tỷ lệ : 1/7, Hãng sản xuất : Kaiyodo, Kích thước : 21cm , Phát hành : 8/2021, Kaiyodo Mari Makinami Illustrious Mari HAYASHI HIROKI 1/7 Scale Figure FIGURE COLLECTION 1/7 Eva Girls ","  2/2021  4.250.000d, HAYASHI HIROKI FIGURE COLLECTION Eva Girls Mari 1/7,   Mari Makinami Illustrious,    Evangelion,   1/7,   Kaiyodo,   21cm ,   8/2021, Kaiyodo Mari Makinami Illustrious Mari HAYASHI HIROKI 1/7 Scale Figure FIGURE COLLECTION 1/7 Eva Girls ",20
910,HAYASHI HIROKI FIGURE COLLECTION EVA GIRLS ASUKA 1/7,4250000,9/2021,5," Giá cập nhật tháng 2/2021 : 4.250.000đ, HAYASHI HIROKI FIGURE COLLECTION Eva Girls Asuka 1/7, Nhân vật : Asuka Langley Soryu(Asuka Langley Shikinami), Series :  Evangelion, Tỷ lệ : 1/7, Hãng sản xuất : Kaiyodo, Kích thước : 21cm , Phát hành : 9/2021, HAYASHI HIROKI Asuka 1/7 Scale Figure FIGURE COLLECTION Kaiyodo Eva Girls 1/7 Asuka Langley Shikinami Asuka Langley Soryu ","  2/2021  4.250.000d, HAYASHI HIROKI FIGURE COLLECTION Eva Girls Asuka 1/7,   Asuka Langley Soryu(Asuka Langley Shikinami),    Evangelion,   1/7,   Kaiyodo,   21cm ,   9/2021, HAYASHI HIROKI Asuka 1/7 Scale Figure FIGURE COLLECTION Kaiyodo Eva Girls 1/7 Asuka Langley Shikinami Asuka Langley Soryu ",20
911,HAYASHI HIROKI FIGURE COLLECTION EVA GIRLS REI 1/7,4250000,9/2021,5," Giá cập nhật tháng 2/2021 : 4.250.000đ, HAYASHI HIROKI FIGURE COLLECTION Eva Girls Rei 1/7, Nhân vật : Rei Ayanami, Series :  Evangelion, Tỷ lệ : 1/7, Hãng sản xuất : Kaiyodo, Kích thước : 21cm , Phát hành : 9/2021, 1/7 Rei Ayanami Kaiyodo Eva Girls HAYASHI HIROKI Rei Evangelion FIGURE COLLECTION 1/7 Scale Figure ","  2/2021  4.250.000d, HAYASHI HIROKI FIGURE COLLECTION Eva Girls Rei 1/7,   Rei Ayanami,    Evangelion,   1/7,   Kaiyodo,   21cm ,   9/2021, 1/7 Rei Ayanami Kaiyodo Eva Girls HAYASHI HIROKI Rei Evangelion FIGURE COLLECTION 1/7 Scale Figure ",20
912,FATE/GRAND ORDER - SABER - CONOFIG (ANIPLEX),2200000,7/2021,5," Giá cập nhật tháng 2/2021 : 2.200.000đ, Fate/Grand Order - Saber - ConoFig (Aniplex), Nhân vật : Saber/Artoria Pendragon, Series :  Fate/Grand Order, Hãng sản xuất : Aniplex, Kích thước : 16.5 cm , Phát hành : 7/2021, Artoria Pendragon Aniplex Saber ConoFig Fate Fate/Grand Order ","  2/2021  2.200.000d, Fate/Grand Order - Saber - ConoFig (Aniplex),   Saber/Artoria Pendragon,    Fate/Grand Order,   Aniplex,   16.5 cm ,   7/2021, Artoria Pendragon Aniplex Saber ConoFig Fate Fate/Grand Order ",23
913,TAMAYUKI KEDAMA SUCCUBUS BLACK LULUMU 1/6,6680000,7/2021,5," Giá cập nhật tháng 2/2021 : 6.680.000đ, Tamayuki Kedama Succubus Black Lulumu 1/6, Nhân vật : Black Lulumu, Series :  Tamayuki Kedama Succubus, Tỷ lệ : 1/6, Hãng sản xuất : Pink , Charm, Kích thước : 15 cm , Phát hành : 7/2021, Succubus Charm Tamayuki Kedama Succubus Black Lulumu Pink ","  2/2021  6.680.000d, Tamayuki Kedama Succubus Black Lulumu 1/6,   Black Lulumu,    Tamayuki Kedama Succubus,   1/6,   Pink , Charm,   15 cm ,   7/2021, Succubus Charm Tamayuki Kedama Succubus Black Lulumu Pink ",84
914,DATE A BULLET KURUMI TOKISAKI (IDOL VER.) 1/7,4300000,5/2021,5," Giá cập nhật tháng 2/2021 : 4.300.000đ, Date A Bullet Kurumi Tokisaki (Idol Ver.) 1/7, Nhân vật : Kurumi Tokisaki, Series :  Date A Bullet , Date A Live, Tỷ lệ : 1/7, Hãng sản xuất : PM Office A , Plum, Kích thước : 24cm , Phát hành : 5/2021, Idol 1/7 Date A Live Plum Kurumi Tokisaki PM Office A 1/7 Scale Figure Date A Bullet ","  2/2021  4.300.000d, Date A Bullet Kurumi Tokisaki (Idol Ver.) 1/7,   Kurumi Tokisaki,    Date A Bullet , Date A Live,   1/7,   PM Office A , Plum,   24cm ,   5/2021, Idol 1/7 Date A Live Plum Kurumi Tokisaki PM Office A 1/7 Scale Figure Date A Bullet ",85
915,THE IDOLM@STER CINDERELLA GIRLS MIKU MAEKAWA -OFF STAGE- 1/8,4800000,8/2021,5," Giá cập nhật tháng 2/2021 : 4.800.000đ, THE IDOLM@STER Cinderella Girls Miku Maekawa -off stage- 1/8, Nhân vật : Miku Maekawa, Series :  THE IDOLM@STER Cinderella Girls, Tỷ lệ : 1/8, Hãng sản xuất : Kotobukiya, Kích thước : 23.5cm , Phát hành : 8/2021, Kotobukiya Miku Maekawa 1/8 THE IDOLM@STER Cinderella Girls off stage THE IDOLM@STER ","  2/2021  4.800.000d, THE IDOLM@STER Cinderella Girls Miku Maekawa -off stage- 1/8,   Miku Maekawa,    THE IDOLM@STER Cinderella Girls,   1/8,   Kotobukiya,   23.5cm ,   8/2021, Kotobukiya Miku Maekawa 1/8 THE IDOLM@STER Cinderella Girls off stage THE IDOLM@STER ",9
916,RYUUOU NO OSHIGOTO! GINKO SORA CAT-EARED SISTER APPRENTICE VER. 1/7,4850000,2/2022,5," Giá cập nhật tháng 2/2021 : 4.850.000đ, Ryuuou no Oshigoto! Ginko Sora Cat-eared Sister Apprentice Ver. 1/7, Nhân vật : Ginko Sora, Series :  Ryuuou no Oshigoto! (The Ryuo's Work is Never Done!), Tỷ lệ : 1/7, Hãng sản xuất : Alter, Kích thước : 24cm , Phát hành : 2/2022, 1/7 Scale Figure Alter Ginko Sora 1/7 The Ryuo's Work is Never Done! Cat-eared Sister Ryuuou no Oshigoto! Apprentice ","  2/2021  4.850.000d, Ryuuou no Oshigoto! Ginko Sora Cat-eared Sister Apprentice Ver. 1/7,   Ginko Sora,    Ryuuou no Oshigoto! (The Ryuo's Work is Never Done!),   1/7,   Alter,   24cm ,   2/2022, 1/7 Scale Figure Alter Ginko Sora 1/7 The Ryuo's Work is Never Done! Cat-eared Sister Ryuuou no Oshigoto! Apprentice ",56
917,"HYPERDIMENSION NEPTUNIA ""DIMENSIONAL TRAVELER NEPTUNE"" WAKING UP VER. 1/8",5000000,9/2021,5," Giá cập nhật tháng 2/2021 : 5.000.000đ, Hyperdimension Neptunia ""Dimensional Traveler Neptune"" Waking Up Ver. 1/8, Nhân vật : Neptune(Purple Heart/Next Purple), Series :  Hyperdimension Neptunia, Tỷ lệ : 1/8 , Hãng sản xuất : Broccoli, Kích thước : 13.5cm , Phát hành : 9/2021, Waking Up 1/8 Dimensional Traveler Neptune Next Purple Neptunia Neptune Purple Heart Hyperdimension Neptunia ","  2/2021  5.000.000d, Hyperdimension Neptunia ""Dimensional Traveler Neptune"" Waking Up Ver. 1/8,   Neptune(Purple Heart/Next Purple),    Hyperdimension Neptunia,   1/8 ,   Broccoli,   13.5cm ,   9/2021, Waking Up 1/8 Dimensional Traveler Neptune Next Purple Neptunia Neptune Purple Heart Hyperdimension Neptunia ",86
918,MAJO NO TABITABI ELAINA DX VER. 1/7,6200000,10/2021,5," Giá cập nhật tháng 2/2021 : 6.200.000đ, Majo no Tabitabi Elaina DX Ver. 1/7, Nhân vật : Elaina, Series : Majo no Tabitabi, Tỷ lệ : 1/7, Hãng sản xuất : Bellfine, Kích thước : 29cm , Phát hành : 10/2021, Elaina Bellfine 1/7 DX 1/7 Scale Figure Majo no Tabitabi ","  2/2021  6.200.000d, Majo no Tabitabi Elaina DX Ver. 1/7,   Elaina,   Majo no Tabitabi,   1/7,   Bellfine,   29cm ,   10/2021, Elaina Bellfine 1/7 DX 1/7 Scale Figure Majo no Tabitabi ",77
919,MAJO NO TABITABI ELAINA 1/7,5300000,10/2021,5," Giá cập nhật tháng 2/2021 : 5.300.000đ, Majo no Tabitabi Elaina 1/7, Nhân vật : Elaina, Series : Majo no Tabitabi, Tỷ lệ : 1/7, Hãng sản xuất : Bellfine, Kích thước : 29cm , Phát hành : 10/2021, Elaina Majo no Tabitabi 1/7 Scale Figure Bellfine 1/7 ","  2/2021  5.300.000d, Majo no Tabitabi Elaina 1/7,   Elaina,   Majo no Tabitabi,   1/7,   Bellfine,   29cm ,   10/2021, Elaina Majo no Tabitabi 1/7 Scale Figure Bellfine 1/7 ",77
920,"NISHIZAWA 5-MIRI ILLUSTRATION ""SANJURO EKO""",5300000,9/2021,5," Giá cập nhật tháng 2/2021 : 5.300.000đ, Nishizawa 5-miri Illustration ""Sanjuro Eko"", Nhân vật : Sanjuro Eko, Series :  Illustration, Hãng sản xuất : Union Creative, Kích thước : 27cm , Phát hành : 9/2021, Illustration Sanjuro Eko Union Creative Nishizawa 5 miri ","  2/2021  5.300.000d, Nishizawa 5-miri Illustration ""Sanjuro Eko"",   Sanjuro Eko,    Illustration,   Union Creative,   27cm ,   9/2021, Illustration Sanjuro Eko Union Creative Nishizawa 5 miri ",47
921,CURTAIN-CHAN ILLUSTRATION BY B-GINGA,7750000,7/2021,5," Giá cập nhật tháng 2/2021 : 7.750.000đ, Curtain-chan illustration by B-Ginga, Nhân vật : Curtain-chan, Series :  illustration, Hãng sản xuất : eighteen, Kích thước : 27cm , Phát hành : 7/2021, illustration B-Ginga eighteen Curtain-chan ","  2/2021  7.750.000d, Curtain-chan illustration by B-Ginga,   Curtain-chan,    illustration,   eighteen,   27cm ,   7/2021, illustration B-Ginga eighteen Curtain-chan ",87
922,CODE GEASS: LELOUCH OF THE REBELLION C.C. SWIMSUIT VER.,5800000,7/2021,5," Giá cập nhật tháng 2/2021 : 5.800.000đ, Code Geass: Lelouch of the Rebellion C.C. Swimsuit ver., Nhân vật : C.C., Series :  Code Geass: Lelouch of the Rebellion, Hãng sản xuất : Union Creative, Kích thước : dài : 28cm , Phát hành : 7/2021, Code Geass: Lelouch of the Rebellion Swimsuit Union Creative C.C. Code Geass ","  2/2021  5.800.000d, Code Geass Lelouch of the Rebellion C.C. Swimsuit ver.,   C.C.,    Code Geass Lelouch of the Rebellion,   Union Creative,   dai  28cm ,   7/2021, Code Geass Lelouch of the Rebellion Swimsuit Union Creative C.C. Code Geass ",47
923,POP UP PARADE THE QUINTESSENTIAL QUINTUPLETS SS ITSUKI NAKANO,1450000,6/2021,5," Giá cập nhật tháng 2/2021 : 1.450.000đ, POP UP PARADE The Quintessential Quintuplets SS Itsuki Nakano, Nhân vật : Itsuki Nakano, Series :  The Quintessential Quintuplets SS, Hãng sản xuất : Good Smile Company, Kích thước : 17cm , Phát hành : 6/2021, Itsuki Nakano The Quintessential Quintuplets SS POP UP PARADE Good Smile Company ","  2/2021  1.450.000d, POP UP PARADE The Quintessential Quintuplets SS Itsuki Nakano,   Itsuki Nakano,    The Quintessential Quintuplets SS,   Good Smile Company,   17cm ,   6/2021, Itsuki Nakano The Quintessential Quintuplets SS POP UP PARADE Good Smile Company ",3
924,POP UP PARADE THE QUINTESSENTIAL QUINTUPLETS SS YOTSUBA NAKANO,1450000,6/2021,5," Giá cập nhật tháng 2/2021 : 1.450.000đ, POP UP PARADE The Quintessential Quintuplets SS Yotsuba Nakano, Nhân vật : Yotsuba Nakano, Series :  The Quintessential Quintuplets SS, Hãng sản xuất : Good Smile Company, Kích thước : 17cm , Phát hành : 6/2021, Yotsuba Nakano Good Smile Company POP UP PARADE The Quintessential Quintuplets SS ","  2/2021  1.450.000d, POP UP PARADE The Quintessential Quintuplets SS Yotsuba Nakano,   Yotsuba Nakano,    The Quintessential Quintuplets SS,   Good Smile Company,   17cm ,   6/2021, Yotsuba Nakano Good Smile Company POP UP PARADE The Quintessential Quintuplets SS ",3
925,IN/SPECTRE KOTOKO IWANAGA 1/7,6200000,3/2022,5," Giá cập nhật tháng 2/2021 : 6.200.000đ, In/Spectre Kotoko Iwanaga 1/7, Nhân vật : Kotoko Iwanaga, Series : In/Spectre (Kyokou Suiri), Tỷ lệ : 1/7, Hãng sản xuất : Phat Company, Kích thước : 22.5cm , Phát hành : 3/2022, Kotoko Iwanaga Kyokou Suiri 1/7 Phat Company In/Spectre 1/7 Scale Figure ","  2/2021  6.200.000d, In/Spectre Kotoko Iwanaga 1/7,   Kotoko Iwanaga,   In/Spectre (Kyokou Suiri),   1/7,   Phat Company,   22.5cm ,   3/2022, Kotoko Iwanaga Kyokou Suiri 1/7 Phat Company In/Spectre 1/7 Scale Figure ",48
926,JAKU-CHARA TOMOZAKI-KUN MINAMI NANAMI 1/7,4200000,7/2021,5," Giá cập nhật tháng 2/2021 : 4.200.000đ, Jaku-Chara Tomozaki-kun Minami Nanami 1/7, Nhân vật : Minami Nanami, Series :  Jaku-Chara Tomozaki-kun, Tỷ lệ : 1/7 , Hãng sản xuất : Kotobukiya, Kích thước : 27.5cm , Phát hành : 7/2021, 1/7 Scale Figure Jaku-Chara Tomozaki-kun Kotobukiya Minami Nanami 1/7 ","  2/2021  4.200.000d, Jaku-Chara Tomozaki-kun Minami Nanami 1/7,   Minami Nanami,    Jaku-Chara Tomozaki-kun,   1/7 ,   Kotobukiya,   27.5cm ,   7/2021, 1/7 Scale Figure Jaku-Chara Tomozaki-kun Kotobukiya Minami Nanami 1/7 ",9
927,B-STYLE LOVEPLUS MANAKA TAKANE SWIMSUIT VER. 1/4,8400000,10/2021,5," Giá cập nhật tháng 2/2021 : 8.400.000đ, B-STYLE Loveplus Manaka Takane Swimsuit Ver. 1/4, Nhân vật : Manaka Takane, Series :  Loveplus, Tỷ lệ : 1/4, Hãng sản xuất : FREEing, Kích thước : 40cm , Phát hành : 10/2021, 1/4 B-STYLE FREEing Loveplus Swimsuit Manaka Takane ","  2/2021  8.400.000d, B-STYLE Loveplus Manaka Takane Swimsuit Ver. 1/4,   Manaka Takane,    Loveplus,   1/4,   FREEing,   40cm ,   10/2021, 1/4 B-STYLE FREEing Loveplus Swimsuit Manaka Takane ",34
928,"""DF"" SERIES RUFIA 1/7 MAX FACTORY",6500000,1/2022,5," Giá cập nhật tháng 2/2021 : 6.500.000đ, ""DF"" Series Rufia 1/7 Max Factory, Nhân vật : Rufia, Series :  DF, Tỷ lệ : 1/7, Hãng sản xuất : Max Factory, Kích thước : 10cm , 22cm ngang, Phát hành : 1/2022, 1/7 Scale Figure 1/7 DF Max Factory Rufia ","  2/2021  6.500.000d, ""DF""  Rufia 1/7 Max Factory,   Rufia,    DF,   1/7,   Max Factory,   10cm , 22cm ngang,   1/2022, 1/7 Scale Figure 1/7 DF Max Factory Rufia ",0
929,18+ REINA KAGURAZAKA PONITE ILLUSTRATION BY HITEN HATSUFUYU VER. 1/7,5280000,245,5," Giá cập nhật tháng 2/2021 : 5.280.000đ, 18+ Reina Kagurazaka Ponite illustration by Hiten Hatsufuyu ver. 1/7, Nhân vật : Reina Kagurazaka, Series :  illustration, Tỷ lệ : 1/7, Hãng sản xuất : Daiki kogyo, Kích thước : 24.5cm , Daiki kogyo 1/7 1/7 Scale Figure 18+ Ponite Hiten Hatsufuyu Reina Kagurazaka illustration ","  2/2021  5.280.000d, 18+ Reina Kagurazaka Ponite illustration by Hiten Hatsufuyu ver. 1/7,   Reina Kagurazaka,    illustration,   1/7,   Daiki kogyo,   24.5cm , Daiki kogyo 1/7 1/7 Scale Figure 18+ Ponite Hiten Hatsufuyu Reina Kagurazaka illustration ",49
930,ARIFURETA: FROM COMMONPLACE TO WORLD'S STRONGEST YUE,4750000,8/2021,5," Giá cập nhật tháng 2/2021 : 4.750.000đ, Arifureta: From Commonplace to World's Strongest Yue, Nhân vật : Yue, Series :  Arifureta: From Commonplace to World's Strongest (Arifureta Shokugyou de Sekai Saikyou), Hãng sản xuất : Union Creative, Kích thước : 14cm , Phát hành : 8/2021, Arifureta Shokugyou de Sekai Saikyou Arifureta: From Commonplace to World's Strongest Union Creative Arifureta Yue ","  2/2021  4.750.000d, Arifureta From Commonplace to World's Strongest Yue,   Yue,    Arifureta From Commonplace to World's Strongest (Arifureta Shokugyou de Sekai Saikyou),   Union Creative,   14cm ,   8/2021, Arifureta Shokugyou de Sekai Saikyou Arifureta From Commonplace to World's Strongest Union Creative Arifureta Yue ",47
931,YOAKE MAE YORI RURIIRO NA FEENA FAM EARTHLIGHT -15TH ANNIVERSARY- 1/7,5900000,8/2021,5," Giá cập nhật tháng 2/2021 : 5.900.000đ, Yoake Mae yori Ruriiro na Feena fam Earthlight -15th anniversary- 1/7, Nhân vật : Feena fam Earthlight, Series :  Yoake Mae yori Ruriiro na, Tỷ lệ : 1/7, Hãng sản xuất : Kotobukiya, Kích thước : 25cm , Phát hành : 8/2021, 1/7 Kotobukiya 1/7 Scale Figure Feena fam Earthlight 15th anniversary Yoake Mae yori Ruriiro na ","  2/2021  5.900.000d, Yoake Mae yori Ruriiro na Feena fam Earthlight -15th anniversary- 1/7,   Feena fam Earthlight,    Yoake Mae yori Ruriiro na,   1/7,   Kotobukiya,   25cm ,   8/2021, 1/7 Kotobukiya 1/7 Scale Figure Feena fam Earthlight 15th anniversary Yoake Mae yori Ruriiro na ",9
932,B-STYLE RE:ZERO -STARTING LIFE IN ANOTHER WORLD- RAM BARE LEG BUNNY VER. 1/4,7950000,9/2021,5," Giá cập nhật tháng 2/2021 : 7.950.000đ, B-STYLE Re:ZERO -Starting Life in Another World- Ram Bare Leg Bunny Ver. 1/4, Nhân vật : Ram, Series :  Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu), Tỷ lệ : 1/4, Hãng sản xuất : FREEing, Kích thước : 30cm , Phát hành : 9/2021, Bare Leg Bunny Ver Ram FREEing Re: Zero kara Hajimeru Isekai Seikatsu Re:ZERO Re:ZERO -Starting Life in Another World- 1/4 B-STYLE ","  2/2021  7.950.000d, B-STYLE ReZERO -Starting Life in Another World- Ram Bare Leg Bunny Ver. 1/4,   Ram,    ReZERO -Starting Life in Another World- (Re Zero kara Hajimeru Isekai Seikatsu),   1/4,   FREEing,   30cm ,   9/2021, Bare Leg Bunny Ver Ram FREEing Re Zero kara Hajimeru Isekai Seikatsu ReZERO ReZERO -Starting Life in Another World- 1/4 B-STYLE ",34
933,B-STYLE RE:ZERO -STARTING LIFE IN ANOTHER WORLD- REM BARE LEG BUNNY VER. 1/4,7950000,9/2021,5," Giá cập nhật tháng 2/2021 : 7.950.000đ, B-STYLE Re:ZERO -Starting Life in Another World- Rem Bare Leg Bunny Ver. 1/4, Nhân vật : Rem, Series :  Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu), Tỷ lệ : 1/4, Hãng sản xuất : FREEing, Kích thước : 30cm , Phát hành : 9/2021, Re:ZERO -Starting Life in Another World- B-STYLE 1/4 FREEing Re: Zero kara Hajimeru Isekai Seikatsu Bare Leg Re:ZERO Rem Bunny Ver ","  2/2021  7.950.000d, B-STYLE ReZERO -Starting Life in Another World- Rem Bare Leg Bunny Ver. 1/4,   Rem,    ReZERO -Starting Life in Another World- (Re Zero kara Hajimeru Isekai Seikatsu),   1/4,   FREEing,   30cm ,   9/2021, ReZERO -Starting Life in Another World- B-STYLE 1/4 FREEing Re Zero kara Hajimeru Isekai Seikatsu Bare Leg ReZERO Rem Bunny Ver ",34
934,A-Z: [D] 1/7 MYETHOS,4000000,11/2021,5," Giá cập nhật tháng 2/2021 : 4.000.000đ, A-Z: [D] 1/7 Myethos, Nhân vật : D, Series :  A-Z, Hãng sản xuất : Myethos, Kích thước : 27.5cm , Phát hành : 11/2021, 1/7 A-Z D 1/7 Scale Figure Myethos ","  2/2021  4.000.000d, A-Z [D] 1/7 Myethos,   D,    A-Z,   Myethos,   27.5cm ,   11/2021, 1/7 A-Z D 1/7 Scale Figure Myethos ",88
935,NORA TO OUJO TO NORANEKO HEART 2 LUCIA OF END SACRAMENT REGULAR EDITION 1/7,5000000,10/2021,5," Giá cập nhật tháng 2/2021 : 5.000.000đ, Nora to Oujo to Noraneko Heart 2 Lucia of End Sacrament Regular Edition 1/7, Nhân vật : Lucia of End Sacrament, Series :  Nora to Oujo to Noraneko Heart 2, Tỷ lệ : 1/7, Hãng sản xuất : Vertex, Kích thước : 25cm , Phát hành : 10/2021, Vertex Lucia of End Sacrament Regular Edition 1/7 Nora to Oujo to Noraneko Heart 2 1/7 Scale Figure Nora to Oujo to Noraneko Heart ","  2/2021  5.000.000d, Nora to Oujo to Noraneko Heart 2 Lucia of End Sacrament Regular Edition 1/7,   Lucia of End Sacrament,    Nora to Oujo to Noraneko Heart 2,   1/7,   Vertex,   25cm ,   10/2021, Vertex Lucia of End Sacrament Regular Edition 1/7 Nora to Oujo to Noraneko Heart 2 1/7 Scale Figure Nora to Oujo to Noraneko Heart ",66
936,FATE/KALEID LINER PRISMA ILLYA THE MOVIE: SEKKA NO CHIKAI SHIROU EMIYA 1/7,7150000,3/2022,5," Giá cập nhật tháng 2/2021 : 7.150.000đ, Fate/kaleid liner Prisma Illya the Movie: Sekka no Chikai Shirou Emiya 1/7, Nhân vật : Shirou Emiya, Series :  Fate/kaleid liner Prisma Illya, Tỷ lệ : 1/7, Hãng sản xuất : AmiAmi x AMAKUNI, Kích thước : 27cm , Phát hành : 3/2022, 1/7 Scale Figure 1/7 AmiAmi x AMAKUNI Fate/kaleid liner Prisma Illya the Movie AmiAmi Shirou Emiya Fate Sekka no Chikai Fate/kaleid liner Prisma Illya AMAKUNI ","  2/2021  7.150.000d, Fate/kaleid liner Prisma Illya the Movie Sekka no Chikai Shirou Emiya 1/7,   Shirou Emiya,    Fate/kaleid liner Prisma Illya,   1/7,   AmiAmi x AMAKUNI,   27cm ,   3/2022, 1/7 Scale Figure 1/7 AmiAmi x AMAKUNI Fate/kaleid liner Prisma Illya the Movie AmiAmi Shirou Emiya Fate Sekka no Chikai Fate/kaleid liner Prisma Illya AMAKUNI ",54
937,GIRLS' FRONTLINE M4 SOPMOD II (ORIGINAL VER.) 1/7,7550000,3/2022,5," Giá cập nhật tháng 2/2021 : 7.550.000đ, Girls' Frontline M4 SOPMOD II (Original ver.) 1/7, Nhân vật : M4 SOPMOD II, Series :  Girls' Frontline, Tỷ lệ : 1/7, Hãng sản xuất : AmiAmi x AMAKUNI, Kích thước : 26cm , Phát hành : 3/2022, AmiAmi Girls' Frontline AmiAmi x AMAKUNI 1/7 M4 SOPMOD II Original ver 1/7 Scale Figure AMAKUNI ","  2/2021  7.550.000d, Girls' Frontline M4 SOPMOD II (Original ver.) 1/7,   M4 SOPMOD II,    Girls' Frontline,   1/7,   AmiAmi x AMAKUNI,   26cm ,   3/2022, AmiAmi Girls' Frontline AmiAmi x AMAKUNI 1/7 M4 SOPMOD II Original ver 1/7 Scale Figure AMAKUNI ",54
