id,title,price,release_date,quantity,description,key_search,idPublisher
0,FIGMA STYLES FEMALE BODY (YUKI) WITH TECHWEAR OUTFIT,1980000,3/2022,5," Giá cập nhật tháng 5/2021 : 1.980.000đ, figma Styles Female body (Yuki) with Techwear Outfit, Nhân vật : Yuki, Series :  figma, Hãng sản xuất : Max Factory, Kích thước : 13cm , Phát hành : 3/2022, Female body Techwear Outfit figma Max Factory Yuki ","  5/2021  1.980.000d, figma Styles Female body (Yuki) with Techwear Outfit,   Yuki,    figma,   Max Factory,   13cm ,   3/2022, Female body Techwear Outfit figma Max Factory Yuki ",0
1,"1/6 PURE NEEMO CHARACTER SERIES NO.132 ""TOUHOU PROJECT"" MARISA KIRISAME",5850000,9/2021,5," Giá cập nhật tháng 4/2021 : 5.850.000đ, 1/6 Pure Neemo Character Series No.132 ""Touhou Project"" Marisa Kirisame, Nhân vật : Marisa Kirisame, Series :  Touhou Project, Tỷ lệ : 1/6, Hãng sản xuất : Azone International, Kích thước : 24cm , Phát hành : 9/2021, Azone International Character Series No.132 Pure Neemo 1/6 Marisa Kirisame Touhou Project ","  4/2021  5.850.000d, 1/6 Pure Neemo Character  No.132 ""Touhou Project"" Marisa Kirisame,   Marisa Kirisame,    Touhou Project,   1/6,   Azone International,   24cm ,   9/2021, Azone International Character  No.132 Pure Neemo 1/6 Marisa Kirisame Touhou Project ",1
2,NIER REPLICANT VER.1.22474487139... BRING ARTS BOY NIER,2700000,11/2021,5," Giá cập nhật tháng 4/2021 : 2.700.000đ, NieR Replicant ver.1.22474487139... BRING ARTS Boy NieR, Nhân vật : NieR, Series :  NieR Replicant, Hãng sản xuất : Square Enix, Kích thước : 13.9cm , Phát hành : 11/2021, NieR Replicant NieR Square Enix Boy NieR BRING ARTS NieR Replicant ver.1.22474487139... ","  4/2021  2.700.000d, NieR Replicant ver.1.22474487139... BRING ARTS Boy NieR,   NieR,    NieR Replicant,   Square Enix,   13.9cm ,   11/2021, NieR Replicant NieR Square Enix Boy NieR BRING ARTS NieR Replicant ver.1.22474487139... ",2
3,MODEROID DARLING IN THE FRANXX STRELITZIA PLASTIC MODEL,1850000,9/2021,5," Giá cập nhật tháng 4/2021 : 1.850.000đ, MODEROID DARLING in the FRANXX Strelitzia Plastic Model, Nhân vật : Strelitzia, Series :  DARLING in the FRANXX, Hãng sản xuất : Good Smile Company, Kích thước : 18cm , Phát hành : 9/2021, Good Smile Company MODEROID DARLING in the FRANXX Strelitzia Plastic Model ","  4/2021  1.850.000d, MODEROID DARLING in the FRANXX Strelitzia Plastic Model,   Strelitzia,    DARLING in the FRANXX,   Good Smile Company,   18cm ,   9/2021, Good Smile Company MODEROID DARLING in the FRANXX Strelitzia Plastic Model ",3
4,FIGMA DEMON SLAYER: KIMETSU NO YAIBA ZENITSU AGATSUMA,2480000,12/2021,5," Giá cập nhật tháng 4/2021 : 2.480.000đ, figma Demon Slayer: Kimetsu no Yaiba Zenitsu Agatsuma, Nhân vật : Zenitsu Agatsuma, Series :  Demon Slayer: Kimetsu no Yaiba, Hãng sản xuất : Max Factory, Kích thước : 13cm , Phát hành : 12/2021, Demon Slayer Kimetsu no Yaiba figma Max Factory Zenitsu Agatsuma Demon Slayer: Kimetsu no Yaiba ","  4/2021  2.480.000d, figma Demon Slayer Kimetsu no Yaiba Zenitsu Agatsuma,   Zenitsu Agatsuma,    Demon Slayer Kimetsu no Yaiba,   Max Factory,   13cm ,   12/2021, Demon Slayer Kimetsu no Yaiba figma Max Factory Zenitsu Agatsuma Demon Slayer Kimetsu no Yaiba ",0
5,FIGMA DEMON SLAYER: KIMETSU NO YAIBA ZENITSU AGATSUMA DX EDITION,2780000,12/2021,5," Giá cập nhật tháng 4/2021 : 2.780.000đ, figma Demon Slayer: Kimetsu no Yaiba Zenitsu Agatsuma DX Edition, Nhân vật : Zenitsu Agatsuma, Series :  Demon Slayer: Kimetsu no Yaiba, Hãng sản xuất : Max Factory, Kích thước : 13cm , Phát hành : 12/2021, DX Edition Demon Slayer figma Kimetsu no Yaiba Zenitsu Agatsuma Max Factory ","  4/2021  2.780.000d, figma Demon Slayer Kimetsu no Yaiba Zenitsu Agatsuma DX Edition,   Zenitsu Agatsuma,    Demon Slayer Kimetsu no Yaiba,   Max Factory,   13cm ,   12/2021, DX Edition Demon Slayer figma Kimetsu no Yaiba Zenitsu Agatsuma Max Factory ",0
6,SUPER ACTION STATUE FIST OF THE NORTH STAR JAGI,2550000,9/2021,5," Giá cập nhật tháng 4/2021 : 2.550.000đ, Super Action Statue Fist of the North Star Jagi, Nhân vật : Jagi, Series :  Fist of the North Star (Hokuto no Ken), Hãng sản xuất : Genco, Kích thước : 17.5cm , Phát hành : 9/2021, Super Action Statue Fist of the North Star Medicos Entertainment Hokuto no Ken Jagi ","  4/2021  2.550.000d, Super Action Statue Fist of the North Star Jagi,   Jagi,    Fist of the North Star (Hokuto no Ken),   Genco,   17.5cm ,   9/2021, Super Action Statue Fist of the North Star Medicos Entertainment Hokuto no Ken Jagi ",4
7,SUPER ACTION STATUE JOJO'S BIZARRE ADVENTURE PART.5 M.B,2380000,8/2021,5," Giá cập nhật tháng 4/2021 : 2.380.000đ, Super Action Statue JoJo's Bizarre Adventure Part.5 M.B, Nhân vật : M.B, Series : JoJo's Bizarre Adventure Part.5, Hãng sản xuất : Medicos Entertainment, Kích thước : 16cm , Phát hành : 8/2021, JoJo's Bizarre Adventure Part.5 Medicos Entertainment M.B Super Action Statue JoJo's Bizarre Adventure ","  4/2021  2.380.000d, Super Action Statue JoJo's Bizarre Adventure Part.5 M.B,   M.B,   JoJo's Bizarre Adventure Part.5,   Medicos Entertainment,   16cm ,   8/2021, JoJo's Bizarre Adventure Part.5 Medicos Entertainment M.B Super Action Statue JoJo's Bizarre Adventure ",5
8,SUPER ACTION STATUE JOJO'S BIZARRE ADVENTURE PART.5 LEONE ABBACCHIO,2380000,8/2021,5," Giá cập nhật tháng 4/2021 : 2.380.000đ, Super Action Statue JoJo's Bizarre Adventure Part.5 Leone Abbacchio, Nhân vật : Leone Abbacchio, Series : JoJo's Bizarre Adventure Part.5, Hãng sản xuất : Medicos Entertainment, Kích thước : 16cm , Phát hành : 8/2021, JoJo's Bizarre Adventure Part.5 Leone Abbacchio Super Action Statue JoJo's Bizarre Adventure ","  4/2021  2.380.000d, Super Action Statue JoJo's Bizarre Adventure Part.5 Leone Abbacchio,   Leone Abbacchio,   JoJo's Bizarre Adventure Part.5,   Medicos Entertainment,   16cm ,   8/2021, JoJo's Bizarre Adventure Part.5 Leone Abbacchio Super Action Statue JoJo's Bizarre Adventure ",5
9,PLAMAX GP-03 GUILTY PRINCESS MAIDROID CHLOE,2200000,11/2021,5," Giá cập nhật tháng 4/2021 : 2.200.000đ, PLAMAX GP-03 Guilty Princess Maidroid Chloe, Nhân vật : Maidroid Chloe, Series :  Guilty Princess, Hãng sản xuất : Max Factory, Kích thước : 16cm , Phát hành : 11/2021, Maidroid Chloe PLAMAX GP-03 Guilty Princess Max Factory ","  4/2021  2.200.000d, PLAMAX GP-03 Guilty Princess Maidroid Chloe,   Maidroid Chloe,    Guilty Princess,   Max Factory,   16cm ,   11/2021, Maidroid Chloe PLAMAX GP-03 Guilty Princess Max Factory ",0
10,BEE-03W WASP GIRL BUN-CHAN 1/12,3550000,6/2021,5," Giá cập nhật tháng 4/2021 : 3.550.000đ, BEE-03W WASP GIRL Bun-chan 1/12, Nhân vật : BEE-03W, Series :  WASP GIRL, Tỷ lệ : 1/12, Hãng sản xuất : Snail Shell Studio, Kích thước : 16.5cm , Phát hành : 6/2021, Bun-chan Snail Shell Studio BEE-03W 1/12 ","  4/2021  3.550.000d, BEE-03W WASP GIRL Bun-chan 1/12,   BEE-03W,    WASP GIRL,   1/12,   Snail Shell Studio,   16.5cm ,   6/2021, Bun-chan Snail Shell Studio BEE-03W 1/12 ",6
11,SAMURAI SHODOWN ACTION FIGURE NAKORURU,4180000,9/2021,5," Giá cập nhật tháng 4/2021 : 4.180.000đ, Samurai Shodown Action Figure Nakoruru, Nhân vật : Nakoruru, Series :  Samurai Shodown, Hãng sản xuất : Storm Collectibles, Kích thước : 15.5cm , Phát hành : 9/2021, Samurai Shodown Action Figure Nakoruru Storm Collectibles ","  4/2021  4.180.000d, Samurai Shodown Action Figure Nakoruru,   Nakoruru,    Samurai Shodown,   Storm Collectibles,   15.5cm ,   9/2021, Samurai Shodown Action Figure Nakoruru Storm Collectibles ",7
12,FIGHTING ARMOR DEADPOOL,3750000,8/2021,5," Giá cập nhật tháng 4/2021 : 3.750.000đ, Fighting Armor Deadpool , Nhân vật : Deadpool , Series :  Deadpool , Marvel Comics , Hãng sản xuất : Sentinel, Kích thước : 16.5cm , Phát hành : 8/2021, Sentinel Fighting Armor Deadpool Marvel Comics ","  4/2021  3.750.000d, Fighting Armor Deadpool ,   Deadpool ,    Deadpool , Marvel Comics ,   Sentinel,   16.5cm ,   8/2021, Sentinel Fighting Armor Deadpool Marvel Comics ",8
13,MEGAMI DEVICE X ALICE GEAR AEGIS AIKA AIKAWA [JIN-AI] PLASTIC MODEL,2620000,10/2021,5," Giá cập nhật tháng 3/2021 : 2.620.000đ, Megami Device x Alice Gear Aegis Aika Aikawa [Jin-ai] Plastic Model, Nhân vật : Aika Aikawa, Series : Megami Device x Alice Gear Aegis, Hãng sản xuất : Kotobukiya, Kích thước : 16cm , Phát hành : 10/2021, Plastic Model Megami Device Alice Gear Aegis Aika Aikawa Kotobukiya Jin-ai Megami Device x Alice Gear Aegis ","  3/2021  2.620.000d, Megami Device x Alice Gear Aegis Aika Aikawa [Jin-ai] Plastic Model,   Aika Aikawa,   Megami Device x Alice Gear Aegis,   Kotobukiya,   16cm ,   10/2021, Plastic Model Megami Device Alice Gear Aegis Aika Aikawa Kotobukiya Jin-ai Megami Device x Alice Gear Aegis ",9
14,FIGMA CYBERPUNK 2077 V,2920000,1/2022,5," Giá cập nhật tháng 3/2021 : 2.920.000đ, figma Cyberpunk 2077 V, Nhân vật : V, Series : Cyberpunk 2077, Hãng sản xuất : Max Factory, Kích thước : 16cm , Phát hành : 1/2022, figma Max Factory Cyberpunk V Cyberpunk 2077 ","  3/2021  2.920.000d, figma Cyberpunk 2077 V,   V,   Cyberpunk 2077,   Max Factory,   16cm ,   1/2022, figma Max Factory Cyberpunk V Cyberpunk 2077 ",0
15,FIGMA FATE/GRAND ORDER SABER/SOUJI OKITA,2480000,11/2021,5," Giá cập nhật tháng 3/2021 : 2.480.000đ, figma Fate/Grand Order Saber/Souji Okita, Nhân vật : Souji Okita(Sakura Saber/Majin Saber/Souji Okita Alter), Series :  Fate/Grand Order, Hãng sản xuất : Max Factory, Kích thước : 13.5cm , Phát hành : 11/2021, figma Sakura Saber Fate/Grand Order Fate Max Factory Souji Okita Alter Majin Saber Souji Okita ","  3/2021  2.480.000d, figma Fate/Grand Order Saber/Souji Okita,   Souji Okita(Sakura Saber/Majin Saber/Souji Okita Alter),    Fate/Grand Order,   Max Factory,   13.5cm ,   11/2021, figma Sakura Saber Fate/Grand Order Fate Max Factory Souji Okita Alter Majin Saber Souji Okita ",0
16,FIGMA PLUS BLOODBORNE THE OLD HUNTERS EDITION HUNTER WEAPON SET,1400000,1/2022,5," Giá cập nhật tháng 3/2021 : 1.400.000đ, figma PLUS Bloodborne The Old Hunters Edition Hunter Weapon Set, Series : Bloodborne, Hãng sản xuất : Max Factory, Kích thước : 15cm , Phát hành : 1/2022, Bloodborne figma The Old Hunters Edition Bloodborne The Old Hunters figma PLUS Hunter Weapon Set ","  3/2021  1.400.000d, figma PLUS Bloodborne The Old Hunters Edition Hunter Weapon Set,   Bloodborne,   Max Factory,   15cm ,   1/2022, Bloodborne figma The Old Hunters Edition Bloodborne The Old Hunters figma PLUS Hunter Weapon Set ",0
17,FIGMA BLOODBORNE THE OLD HUNTERS EDITION HUNTER,3720000,1/2022,5," Giá cập nhật tháng 3/2021 : 3.720.000đ, figma Bloodborne The Old Hunters Edition , Nhân vật : Hunters, Series : Bloodborne, Hãng sản xuất : Max Factory, Kích thước : 15cm , Phát hành : 1/2022, Max Factory The Old Hunters Edition figma Bloodborne The Old Hunters ","  3/2021  3.720.000d, figma Bloodborne The Old Hunters Edition ,   Hunters,   Bloodborne,   Max Factory,   15cm ,   1/2022, Max Factory The Old Hunters Edition figma Bloodborne The Old Hunters ",0
18,1/6 SUPER FLEXIBLE FEMALE SEAMLESS BODY SUNTAN SMALL BUST GIRLS BODY S45 W/HEAD,4100000,272,5," Giá cập nhật tháng 3/2021 : 4.100.000đ, 1/6 Super Flexible Female Seamless Body Suntan Small Bust Girls Body S45 w/Head, Nhân vật : Girls Body, Series :  Super Flexible Female, Tỷ lệ : 1/6, Hãng sản xuất : TB League , Kích thước : 27.2cm , Girls Body Female Seamless Body TB League Super Flexible 1/6 Small Bust S45 w/Head ","  3/2021  4.100.000d, 1/6 Super Flexible Female Seamless Body Suntan Small Bust Girls Body S45 w/Head,   Girls Body,    Super Flexible Female,   1/6,   TB League ,   27.2cm , Girls Body Female Seamless Body TB League Super Flexible 1/6 Small Bust S45 w/Head ",10
19,1/6 SUPER FLEXIBLE FEMALE SEAMLESS BODY PALE SMALL BUST GIRLS BODY S44 W/HEAD,4100000,272,5," Giá cập nhật tháng 3/2021 : 4.100.000đ, 1/6 Super Flexible Female Seamless Body Pale Small Bust Girls Body S44 w/Head, Nhân vật : Girls Body, Series :  Super Flexible Female, Tỷ lệ : 1/6, Hãng sản xuất : TB League , Kích thước : 27.2cm , Girls Body S44 w/Head Body Pale 1/6 Small Bust Super Flexible Female TB League Female Seamless ","  3/2021  4.100.000d, 1/6 Super Flexible Female Seamless Body Pale Small Bust Girls Body S44 w/Head,   Girls Body,    Super Flexible Female,   1/6,   TB League ,   27.2cm , Girls Body S44 w/Head Body Pale 1/6 Small Bust Super Flexible Female TB League Female Seamless ",10
20,FIGMA YURU CAMP NADESHIKO KAGAMIHARA DX EDITION,3300000,11/2021,5," Giá cập nhật tháng 3/2021 : 3.300.000đ, figma Yuru Camp Nadeshiko Kagamihara DX Edition, Nhân vật : Nadeshiko Kagamihara, Series :  Yuru Camp (Laid-Back Camp), Hãng sản xuất : Max Factory, Kích thước : 13cm , Phát hành : 11/2021, DX Edition Yuru Camp Nadeshiko Kagamihara Laid-Back Camp figma Max Factory ","  3/2021  3.300.000d, figma Yuru Camp Nadeshiko Kagamihara DX Edition,   Nadeshiko Kagamihara,    Yuru Camp (Laid-Back Camp),   Max Factory,   13cm ,   11/2021, DX Edition Yuru Camp Nadeshiko Kagamihara Laid-Back Camp figma Max Factory ",0
21,FIGMA YURU CAMP NADESHIKO KAGAMIHARA,2480000,11/2021,5," Giá cập nhật tháng 3/2021 : 2.480.000đ, figma Yuru Camp Nadeshiko Kagamihara, Nhân vật : Nadeshiko Kagamihara, Series :  Yuru Camp (Laid-Back Camp), Hãng sản xuất : Max Factory, Kích thước : 13cm , Phát hành : 11/2021, figma Yuru Camp Max Factory Laid-Back Camp Nadeshiko Kagamihara ","  3/2021  2.480.000d, figma Yuru Camp Nadeshiko Kagamihara,   Nadeshiko Kagamihara,    Yuru Camp (Laid-Back Camp),   Max Factory,   13cm ,   11/2021, figma Yuru Camp Max Factory Laid-Back Camp Nadeshiko Kagamihara ",0
22,SUPER ACTION STATUE JOJO'S BIZARRE ADVENTURE PART 2 CAESAR ANTONIO ZEPPELIE,2350000,7/2021,5," Giá cập nhật tháng 3/2021 : 2.350.000đ, Super Action Statue JoJo's Bizarre Adventure Part 2 Caesar Antonio Zeppelie, Nhân vật : Caesar Antonio Zeppelie, Series : JoJo's Bizarre Adventure , Hãng sản xuất : Medicos Entertainment, Kích thước : 16cm , Phát hành : 7/2021, JoJo's Bizarre Adventure Super Action Statue Statue JoJo's Bizarre Adventure Part 2 Medicos Entertainment Caesar Antonio Zeppelie ","  3/2021  2.350.000d, Super Action Statue JoJo's Bizarre Adventure Part 2 Caesar Antonio Zeppelie,   Caesar Antonio Zeppelie,   JoJo's Bizarre Adventure ,   Medicos Entertainment,   16cm ,   7/2021, JoJo's Bizarre Adventure Super Action Statue Statue JoJo's Bizarre Adventure Part 2 Medicos Entertainment Caesar Antonio Zeppelie ",5
23,SUPER ACTION STATUE JOJO'S BIZARRE ADVENTURE PART 2 JOSEPH JOESTAR,2350000,7/2021,5," Giá cập nhật tháng 3/2021 : 2.350.000đ, Super Action Statue JoJo's Bizarre Adventure Part 2 Joseph Joestar, Nhân vật : Joseph Joestar, Series : JoJo's Bizarre Adventure , Hãng sản xuất : Medicos Entertainment, Kích thước : 16cm , Phát hành : 7/2021, Super Action Statue Medicos Entertainment JoJo's Bizarre Adventure Part 2 JoJo's Bizarre Adventure Joseph Joestar ","  3/2021  2.350.000d, Super Action Statue JoJo's Bizarre Adventure Part 2 Joseph Joestar,   Joseph Joestar,   JoJo's Bizarre Adventure ,   Medicos Entertainment,   16cm ,   7/2021, Super Action Statue Medicos Entertainment JoJo's Bizarre Adventure Part 2 JoJo's Bizarre Adventure Joseph Joestar ",5
24,MEGAMI DEVICE ASRA TAMAMO-NO-MAE 1/1,3180000,9/2021,5," Giá cập nhật tháng 3/2021 : 3.180.000đ, Megami Device Asra Tamamo-no-mae 1/1 , Nhân vật : Asra Tamamo-no-mae, Series :  Megami Device, Tỷ lệ : 1/1, Hãng sản xuất : Kotobukiya, Kích thước : 17.5cm , Phát hành : 9/2021, Asra Tamamo-no-mae Megami Device 1/1 Kotobukiya Plastic Model ","  3/2021  3.180.000d, Megami Device Asra Tamamo-no-mae 1/1 ,   Asra Tamamo-no-mae,    Megami Device,   1/1,   Kotobukiya,   17.5cm ,   9/2021, Asra Tamamo-no-mae Megami Device 1/1 Kotobukiya Plastic Model ",9
25,FIGMA ARMS NOTE TOSHOIINCHO-SAN,2920000,11/2021,5," Giá cập nhật tháng 3/2021 : 2.920.000đ, figma ARMS NOTE ToshoIincho-san, Nhân vật : ToshoIincho-san, Series :  ARMS NOTE, Hãng sản xuất : Max Factory, Kích thước : 14.5cm , Phát hành : 11/2021, figma Max Factory ARMS NOTE ToshoIincho-san ","  3/2021  2.920.000d, figma ARMS NOTE ToshoIincho-san,   ToshoIincho-san,    ARMS NOTE,   Max Factory,   14.5cm ,   11/2021, figma Max Factory ARMS NOTE ToshoIincho-san ",0
26,SOUSAI SHOUJOU TEIEN RITSUKA SAIKI [ST. IRIS GAKUEN GIRLS' HIGH SCHOOL SUMMER CLOTHES] 1/10,2100000,157,5," Giá cập nhật tháng 3/2021 : 2.100.000đ, Sousai Shoujou Teien Ritsuka Saiki [St. Iris Gakuen Girls' High School Summer Clothes] 1/10, Nhân vật : Ritsuka Saiki, Series :  Sousai Shoujou Teien, Tỷ lệ : 1/10, Hãng sản xuất : Kotobukiya, Kích thước : 15.7cm , Kotobukiya St. Iris Gakuen Girls' High School Summer Clothes Sousai Shoujou Teien 1/10 Ritsuka Saiki ","  3/2021  2.100.000d, Sousai Shoujou Teien Ritsuka Saiki [St. Iris Gakuen Girls' High School Summer Clothes] 1/10,   Ritsuka Saiki,    Sousai Shoujou Teien,   1/10,   Kotobukiya,   15.7cm , Kotobukiya St. Iris Gakuen Girls' High School Summer Clothes Sousai Shoujou Teien 1/10 Ritsuka Saiki ",9
27,ACT MODE SENKI ZESSHO SYMPHOGEAR GX HIBIKI TACHIBANA,2400000,11/2021,5," Giá cập nhật tháng 3/2021 : 2.400.000đ, ACT MODE Senki Zessho Symphogear GX Hibiki Tachibana, Nhân vật : Hibiki Tachibana, Series :  Senki Zessho Symphogear GX, Hãng sản xuất : Good Smile Company, Kích thước : 15.5cm , Phát hành : 11/2021, Good Smile Company Hibiki Tachibana ACT MODE Senki Zessho Symphogear GX Senki Zessho Symphogear ","  3/2021  2.400.000d, ACT MODE Senki Zessho Symphogear GX Hibiki Tachibana,   Hibiki Tachibana,    Senki Zessho Symphogear GX,   Good Smile Company,   15.5cm ,   11/2021, Good Smile Company Hibiki Tachibana ACT MODE Senki Zessho Symphogear GX Senki Zessho Symphogear ",3
28,EVA GLOBAL GODZILLA VS. EVANGELION TYPE-3 KIRYU EVA UNIT-01 COLOR VER. PLASTIC MODEL,4700000,6/2021,5," Giá cập nhật tháng 3/2021 : 4.700.000đ, EVA GLOBAL Godzilla vs. Evangelion Type-3 Kiryu EVA Unit-01 Color Ver. Plastic Model, Nhân vật : Godzilla, Series :  Godzilla vs. Evangelion, Hãng sản xuất : Aoshima, Kích thước : 24cm , Phát hành : 6/2021, EVA Unit-01 Color Ver Godzilla Plastic Model EVA Unit-01 Evangelion Godzilla vs. Evangelion Type-3 EVA GLOBAL ","  3/2021  4.700.000d, EVA GLOBAL Godzilla vs. Evangelion Type-3 Kiryu EVA Unit-01 Color Ver. Plastic Model,   Godzilla,    Godzilla vs. Evangelion,   Aoshima,   24cm ,   6/2021, EVA Unit-01 Color Ver Godzilla Plastic Model EVA Unit-01 Evangelion Godzilla vs. Evangelion Type-3 EVA GLOBAL ",11
29,ACT MODE MITO NAGISHIRO ORIGINAL CHARACTER RUMI POSABLE FIGURE & PLASTIC MODEL,3980000,10/2021,5," Giá cập nhật tháng 3/2021 : 3.980.000đ, ACT MODE Mito Nagishiro Original Character Rumi Posable Figure & Plastic Model, Nhân vật : Mito Nagishiro, Series :  Original Character, Hãng sản xuất : Good Smile Company, Kích thước : 16cm , Phát hành : 10/2021, Rumi Posable Plastic Model Mito Nagishiro Good Smile Company Original Character ACT MODE ","  3/2021  3.980.000d, ACT MODE Mito Nagishiro Original Character Rumi Posable Figure & Plastic Model,   Mito Nagishiro,    Original Character,   Good Smile Company,   16cm ,   10/2021, Rumi Posable Plastic Model Mito Nagishiro Good Smile Company Original Character ACT MODE ",3
30,"FIGMA MOVIE ""MADE IN ABYSS"" -DAWN OF THE DEEP SOUL- BONDREWD",3000000,11/2021,5," Giá cập nhật tháng 2/2021 : 3.000.000đ, figma Movie ""Made in Abyss"" -Dawn of the Deep Soul- Bondrewd, Nhân vật : Bondrewd, Series :  Made in Abyss, Hãng sản xuất : Max Factory, Kích thước : 15cm , Phát hành : 11/2021, Bondrewd figma Made in Abyss Max Factory Dawn of the Deep Soul ","  2/2021  3.000.000d, figma Movie ""Made in Abyss"" -Dawn of the Deep Soul- Bondrewd,   Bondrewd,    Made in Abyss,   Max Factory,   15cm ,   11/2021, Bondrewd figma Made in Abyss Max Factory Dawn of the Deep Soul ",0
31,"FIGMA MOVIE ""MADE IN ABYSS"" -DAWN OF THE DEEP SOUL- BONDREWD ASCENDING TO THE MORNING STAR",3300000,11/2021,5," Giá cập nhật tháng 2/2021 : 3.300.000đ, figma Movie ""Made in Abyss"" -Dawn of the Deep Soul- Bondrewd Ascending to the Morning Star, Nhân vật : Bondrewd, Series :  Made in Abyss, Hãng sản xuất : Max Factory, Kích thước : 15cm , Phát hành : 11/2021, Made in Abyss Max Factory Bondrewd Ascending to the Morning Star Dawn of the Deep Soul figma ","  2/2021  3.300.000d, figma Movie ""Made in Abyss"" -Dawn of the Deep Soul- Bondrewd Ascending to the Morning Star,   Bondrewd,    Made in Abyss,   Max Factory,   15cm ,   11/2021, Made in Abyss Max Factory Bondrewd Ascending to the Morning Star Dawn of the Deep Soul figma ",0
32,SHINGEKI NO KYOJIN - ARMIN ARLERT - FIGMA (#EX-017) (MAX FACTORY),6100000,7/2014,5," Giá cập nhật tháng 2/2021 : 6.100.000đ, Shingeki no Kyojin - Armin Arlert - Figma (#EX-017) (Max Factory), Nhân vật : Armin Arlert, Series :  Shingeki no Kyojin , Attack ON Titan, Hãng sản xuất : Max Factory, Kích thước : 14cm , Phát hành : 7/2014, Max Factory Shingeki no Kyojin Figma Armin Arlert #EX-017 Attack ON Titan ","  2/2021  6.100.000d, Shingeki no Kyojin - Armin Arlert - Figma (#EX-017) (Max Factory),   Armin Arlert,    Shingeki no Kyojin , Attack ON Titan,   Max Factory,   14cm ,   7/2014, Max Factory Shingeki no Kyojin Figma Armin Arlert #EX-017 Attack ON Titan ",0
33,MODEROID MY HERO ACADEMIA KATSUKI BAKUGO PLASTIC MODEL,1720000,6/2021,5," Giá cập nhật tháng 2/2021 : 1.720.000đ, MODEROID My Hero Academia Katsuki Bakugo Plastic Model, Nhân vật : Katsuki Bakugo, Series :  My Hero Academia (Boku no Hero Academia), Hãng sản xuất : Good Smile Company, Kích thước : 16cm , Phát hành : 6/2021, My Hero Academia Plastic Model Katsuki Bakugo Good Smile Company MODEROID Boku no Hero Academia ","  2/2021  1.720.000d, MODEROID My Hero Academia Katsuki Bakugo Plastic Model,   Katsuki Bakugo,    My Hero Academia (Boku no Hero Academia),   Good Smile Company,   16cm ,   6/2021, My Hero Academia Plastic Model Katsuki Bakugo Good Smile Company MODEROID Boku no Hero Academia ",3
34,MODEROID MY HERO ACADEMIA IZUKU MIDORIYA PLASTIC MODEL,1720000,6/2021,5," Giá cập nhật tháng 2/2021 : 1.720.000đ, MODEROID My Hero Academia Izuku Midoriya Plastic Model, Nhân vật : Izuku Midoriya(Deku), Series :  My Hero Academia (Boku no Hero Academia), Hãng sản xuất : Good Smile Company, Kích thước : 15.5cm , Phát hành : 6/2021, Boku no Hero Academia Plastic Model Izuku Midoriya My Hero Academia MODEROID Good Smile Company ","  2/2021  1.720.000d, MODEROID My Hero Academia Izuku Midoriya Plastic Model,   Izuku Midoriya(Deku),    My Hero Academia (Boku no Hero Academia),   Good Smile Company,   15.5cm ,   6/2021, Boku no Hero Academia Plastic Model Izuku Midoriya My Hero Academia MODEROID Good Smile Company ",3
35,FIGMA - ATTACK ON TITAN: LEVI,6350000,6/2014,5," Giá cập nhật tháng 2/2021 : 6.350.000đ, figma - Attack on Titan: Levi, Nhân vật : Levi ( Levi Ackerman ) , Series :  Shingeki no Kyojin , Attack On Titan, Hãng sản xuất : Max Factory, Kích thước : 14cm , Phát hành : 6/2014, Max Factory Levi Levi Ackerman Shingeki no Kyojin figma Attack on Titan ","  2/2021  6.350.000d, figma - Attack on Titan Levi,   Levi ( Levi Ackerman ) ,    Shingeki no Kyojin , Attack On Titan,   Max Factory,   14cm ,   6/2014, Max Factory Levi Levi Ackerman Shingeki no Kyojin figma Attack on Titan ",0
36,SHINGEKI NO KYOJIN - LEVI - FIGMA (#EX-020) - CLEANING VER.,6350000,26/11/2014,5," Giá cập nhật tháng 2/2021 : 6.350.000đ, Shingeki no Kyojin - Levi - Figma (#EX-020) - Cleaning ver., Nhân vật : Levi, Series :  Shingeki no Kyojin , Attack On Titan, Hãng sản xuất : Max Factory, Kích thước : 14cm , Phát hành : 26/11/2014, Levi Attack On Titan #EX-020 Cleaning ver. Figma Shingeki no Kyojin Max Factory ","  2/2021  6.350.000d, Shingeki no Kyojin - Levi - Figma (#EX-020) - Cleaning ver.,   Levi,    Shingeki no Kyojin , Attack On Titan,   Max Factory,   14cm ,   26/11/2014, Levi Attack On Titan #EX-020 Cleaning ver. Figma Shingeki no Kyojin Max Factory ",0
