id,title,price,release_date,quantity,description,key_search
0,FIGMA STYLES FEMALE BODY (YUKI) WITH TECHWEAR OUTFIT,1980000,3/2022,5, 5/2021  1.980.000d figma Styles Female body (Yuki) with Techwear Outfit   Yuki    figma   Max Factory   13cm    3/2022 Female body Techwear Outfit figma Max Factory Yuki action-figure, 5/2021  1.980.000d figma Styles Female body (Yuki) with Techwear Outfit   Yuki    figma   Max Factory   13cm    3/2022 Female body Techwear Outfit figma Max Factory Yuki action-figure
1,"1/6 PURE NEEMO CHARACTER SERIES NO.132 ""TOUHOU PROJECT"" MARISA KIRISAME",5850000,9/2021,5," 4/2021  5.850.000d 1/6 Pure Neemo Character  No.132 ""Touhou Project"" Marisa Kirisame   Marisa Kirisame    Touhou Project   1/6   Azone International   24cm    9/2021 Azone International Character Series No.132 Pure Neemo 1/6 Touhou Project Marisa Kirisame action-figure"," 4/2021  5.850.000d 1/6 Pure Neemo Character  No.132 ""Touhou Project"" Marisa Kirisame   Marisa Kirisame    Touhou Project   1/6   Azone International   24cm    9/2021 Azone International Character  No.132 Pure Neemo 1/6 Touhou Project Marisa Kirisame action-figure"
2,NIER REPLICANT VER.1.22474487139... BRING ARTS BOY NIER,2700000,11/2021,5, 4/2021  2.700.000d NieR Replicant ver.1.22474487139... BRING ARTS Boy NieR   NieR    NieR Replicant   Square Enix   13.9cm    11/2021 Boy NieR NieR Square Enix BRING ARTS NieR Replicant ver.1.22474487139... NieR Replicant action-figure, 4/2021  2.700.000d NieR Replicant ver.1.22474487139... BRING ARTS Boy NieR   NieR    NieR Replicant   Square Enix   13.9cm    11/2021 Boy NieR NieR Square Enix BRING ARTS NieR Replicant ver.1.22474487139... NieR Replicant action-figure
3,MODEROID DARLING IN THE FRANXX STRELITZIA PLASTIC MODEL,1850000,9/2021,5, 4/2021  1.850.000d MODEROID DARLING in the FRANXX Strelitzia Plastic Model   Strelitzia    DARLING in the FRANXX   Good Smile Company   18cm    9/2021 Good Smile Company MODEROID DARLING in the FRANXX Strelitzia Plastic Model action-figure, 4/2021  1.850.000d MODEROID DARLING in the FRANXX Strelitzia Plastic Model   Strelitzia    DARLING in the FRANXX   Good Smile Company   18cm    9/2021 Good Smile Company MODEROID DARLING in the FRANXX Strelitzia Plastic Model action-figure
4,FIGMA DEMON SLAYER: KIMETSU NO YAIBA ZENITSU AGATSUMA,2480000,12/2021,5, 4/2021  2.480.000d figma Demon Slayer Kimetsu no Yaiba Zenitsu Agatsuma   Zenitsu Agatsuma    Demon Slayer Kimetsu no Yaiba   Max Factory   13cm    12/2021 Demon Slayer Kimetsu no Yaiba figma Demon Slayer: Kimetsu no Yaiba Max Factory Zenitsu Agatsuma action-figure, 4/2021  2.480.000d figma Demon Slayer Kimetsu no Yaiba Zenitsu Agatsuma   Zenitsu Agatsuma    Demon Slayer Kimetsu no Yaiba   Max Factory   13cm    12/2021 Demon Slayer Kimetsu no Yaiba figma Demon Slayer Kimetsu no Yaiba Max Factory Zenitsu Agatsuma action-figure
5,FIGMA DEMON SLAYER: KIMETSU NO YAIBA ZENITSU AGATSUMA DX EDITION,2780000,12/2021,5, 4/2021  2.780.000d figma Demon Slayer Kimetsu no Yaiba Zenitsu Agatsuma DX Edition   Zenitsu Agatsuma    Demon Slayer Kimetsu no Yaiba   Max Factory   13cm    12/2021 DX Edition Demon Slayer figma Kimetsu no Yaiba Zenitsu Agatsuma Max Factory action-figure, 4/2021  2.780.000d figma Demon Slayer Kimetsu no Yaiba Zenitsu Agatsuma DX Edition   Zenitsu Agatsuma    Demon Slayer Kimetsu no Yaiba   Max Factory   13cm    12/2021 DX Edition Demon Slayer figma Kimetsu no Yaiba Zenitsu Agatsuma Max Factory action-figure
6,SUPER ACTION STATUE FIST OF THE NORTH STAR JAGI,2550000,9/2021,5, 4/2021  2.550.000d Super Action Statue Fist of the North Star Jagi   Jagi    Fist of the North Star (Hokuto no Ken)   Genco   17.5cm    9/2021 Hokuto no Ken Fist of the North Star Medicos Entertainment Super Action Statue Jagi action-figure, 4/2021  2.550.000d Super Action Statue Fist of the North Star Jagi   Jagi    Fist of the North Star (Hokuto no Ken)   Genco   17.5cm    9/2021 Hokuto no Ken Fist of the North Star Medicos Entertainment Super Action Statue Jagi action-figure
7,SUPER ACTION STATUE JOJO'S BIZARRE ADVENTURE PART.5 M.B,2380000,8/2021,5, 4/2021  2.380.000d Super Action Statue JoJo's Bizarre Adventure Part.5 M.B   M.B   JoJo's Bizarre Adventure Part.5   Medicos Entertainment   16cm    8/2021 JoJo's Bizarre Adventure Part.5 Medicos Entertainment M.B Super Action Statue JoJo's Bizarre Adventure action-figure, 4/2021  2.380.000d Super Action Statue JoJo's Bizarre Adventure Part.5 M.B   M.B   JoJo's Bizarre Adventure Part.5   Medicos Entertainment   16cm    8/2021 JoJo's Bizarre Adventure Part.5 Medicos Entertainment M.B Super Action Statue JoJo's Bizarre Adventure action-figure
8,SUPER ACTION STATUE JOJO'S BIZARRE ADVENTURE PART.5 LEONE ABBACCHIO,2380000,8/2021,5, 4/2021  2.380.000d Super Action Statue JoJo's Bizarre Adventure Part.5 Leone Abbacchio   Leone Abbacchio   JoJo's Bizarre Adventure Part.5   Medicos Entertainment   16cm    8/2021 JoJo's Bizarre Adventure Part.5 Leone Abbacchio Super Action Statue JoJo's Bizarre Adventure action-figure, 4/2021  2.380.000d Super Action Statue JoJo's Bizarre Adventure Part.5 Leone Abbacchio   Leone Abbacchio   JoJo's Bizarre Adventure Part.5   Medicos Entertainment   16cm    8/2021 JoJo's Bizarre Adventure Part.5 Leone Abbacchio Super Action Statue JoJo's Bizarre Adventure action-figure
9,PLAMAX GP-03 GUILTY PRINCESS MAIDROID CHLOE,2200000,11/2021,5, 4/2021  2.200.000d PLAMAX GP-03 Guilty Princess Maidroid Chloe   Maidroid Chloe    Guilty Princess   Max Factory   16cm    11/2021 PLAMAX GP-03 Maidroid Chloe Guilty Princess Max Factory action-figure, 4/2021  2.200.000d PLAMAX GP-03 Guilty Princess Maidroid Chloe   Maidroid Chloe    Guilty Princess   Max Factory   16cm    11/2021 PLAMAX GP-03 Maidroid Chloe Guilty Princess Max Factory action-figure
10,BEE-03W WASP GIRL BUN-CHAN 1/12,3550000,6/2021,5, 4/2021  3.550.000d BEE-03W WASP GIRL Bun-chan 1/12   BEE-03W    WASP GIRL   1/12   Snail Shell Studio   16.5cm    6/2021 Bun-chan 1/12 BEE-03W Snail Shell Studio action-figure, 4/2021  3.550.000d BEE-03W WASP GIRL Bun-chan 1/12   BEE-03W    WASP GIRL   1/12   Snail Shell Studio   16.5cm    6/2021 Bun-chan 1/12 BEE-03W Snail Shell Studio action-figure
11,SAMURAI SHODOWN ACTION FIGURE NAKORURU,4180000,9/2021,5, 4/2021  4.180.000d Samurai Shodown Action Figure Nakoruru   Nakoruru    Samurai Shodown   Storm Collectibles   15.5cm    9/2021 Samurai Shodown Nakoruru Action Figure Storm Collectibles action-figure, 4/2021  4.180.000d Samurai Shodown Action Figure Nakoruru   Nakoruru    Samurai Shodown   Storm Collectibles   15.5cm    9/2021 Samurai Shodown Nakoruru Action Figure Storm Collectibles action-figure
12,FIGHTING ARMOR DEADPOOL,3750000,8/2021,5," 4/2021  3.750.000d Fighting Armor Deadpool    Deadpool     Deadpool , Marvel Comics    Sentinel   16.5cm    8/2021 Sentinel Fighting Armor Deadpool Marvel Comics action-figure"," 4/2021  3.750.000d Fighting Armor Deadpool    Deadpool     Deadpool , Marvel Comics    Sentinel   16.5cm    8/2021 Sentinel Fighting Armor Deadpool Marvel Comics action-figure"
13,MEGAMI DEVICE X ALICE GEAR AEGIS AIKA AIKAWA [JIN-AI] PLASTIC MODEL,2620000,10/2021,5, 3/2021  2.620.000d Megami Device x Alice Gear Aegis Aika Aikawa [Jin-ai] Plastic Model   Aika Aikawa   Megami Device x Alice Gear Aegis   Kotobukiya   16cm    10/2021 Megami Device Aika Aikawa Alice Gear Aegis Kotobukiya Jin-ai Megami Device x Alice Gear Aegis Plastic Model action-figure, 3/2021  2.620.000d Megami Device x Alice Gear Aegis Aika Aikawa [Jin-ai] Plastic Model   Aika Aikawa   Megami Device x Alice Gear Aegis   Kotobukiya   16cm    10/2021 Megami Device Aika Aikawa Alice Gear Aegis Kotobukiya Jin-ai Megami Device x Alice Gear Aegis Plastic Model action-figure
14,FIGMA CYBERPUNK 2077 V,2920000,1/2022,5, 3/2021  2.920.000d figma Cyberpunk 2077 V   V   Cyberpunk 2077   Max Factory   16cm    1/2022 figma Max Factory Cyberpunk V Cyberpunk 2077 action-figure, 3/2021  2.920.000d figma Cyberpunk 2077 V   V   Cyberpunk 2077   Max Factory   16cm    1/2022 figma Max Factory Cyberpunk V Cyberpunk 2077 action-figure
15,FIGMA FATE/GRAND ORDER SABER/SOUJI OKITA,2480000,11/2021,5, 3/2021  2.480.000d figma Fate/Grand Order Saber/Souji Okita   Souji Okita(Sakura Saber/Majin Saber/Souji Okita Alter)    Fate/Grand Order   Max Factory   13.5cm    11/2021 figma Sakura Saber Fate/Grand Order Fate Max Factory Souji Okita Alter Majin Saber Souji Okita action-figure, 3/2021  2.480.000d figma Fate/Grand Order Saber/Souji Okita   Souji Okita(Sakura Saber/Majin Saber/Souji Okita Alter)    Fate/Grand Order   Max Factory   13.5cm    11/2021 figma Sakura Saber Fate/Grand Order Fate Max Factory Souji Okita Alter Majin Saber Souji Okita action-figure
16,FIGMA PLUS BLOODBORNE THE OLD HUNTERS EDITION HUNTER WEAPON SET,1400000,1/2022,5, 3/2021  1.400.000d figma PLUS Bloodborne The Old Hunters Edition Hunter Weapon Set   Bloodborne   Max Factory   15cm    1/2022 Bloodborne figma PLUS figma The Old Hunters Edition Bloodborne The Old Hunters Hunter Weapon Set action-figure, 3/2021  1.400.000d figma PLUS Bloodborne The Old Hunters Edition Hunter Weapon Set   Bloodborne   Max Factory   15cm    1/2022 Bloodborne figma PLUS figma The Old Hunters Edition Bloodborne The Old Hunters Hunter Weapon Set action-figure
17,FIGMA BLOODBORNE THE OLD HUNTERS EDITION HUNTER,3720000,1/2022,5, 3/2021  3.720.000d figma Bloodborne The Old Hunters Edition    Hunters   Bloodborne   Max Factory   15cm    1/2022 Max Factory The Old Hunters Edition figma Bloodborne The Old Hunters action-figure, 3/2021  3.720.000d figma Bloodborne The Old Hunters Edition    Hunters   Bloodborne   Max Factory   15cm    1/2022 Max Factory The Old Hunters Edition figma Bloodborne The Old Hunters action-figure
18,1/6 SUPER FLEXIBLE FEMALE SEAMLESS BODY SUNTAN SMALL BUST GIRLS BODY S45 W/HEAD,4100000,272,5, 3/2021  4.100.000d 1/6 Super Flexible Female Seamless Body Suntan Small Bust Girls Body S45 w/Head   Girls Body    Super Flexible Female   1/6   TB League    27.2cm  Girls Body Female Seamless Body TB League S45 w/Head Super Flexible 1/6 Small Bust action-figure, 3/2021  4.100.000d 1/6 Super Flexible Female Seamless Body Suntan Small Bust Girls Body S45 w/Head   Girls Body    Super Flexible Female   1/6   TB League    27.2cm  Girls Body Female Seamless Body TB League S45 w/Head Super Flexible 1/6 Small Bust action-figure
19,1/6 SUPER FLEXIBLE FEMALE SEAMLESS BODY PALE SMALL BUST GIRLS BODY S44 W/HEAD,4100000,272,5, 3/2021  4.100.000d 1/6 Super Flexible Female Seamless Body Pale Small Bust Girls Body S44 w/Head   Girls Body    Super Flexible Female   1/6   TB League    27.2cm  Girls Body S44 w/Head Body Pale 1/6 Small Bust Super Flexible Female Female Seamless TB League action-figure, 3/2021  4.100.000d 1/6 Super Flexible Female Seamless Body Pale Small Bust Girls Body S44 w/Head   Girls Body    Super Flexible Female   1/6   TB League    27.2cm  Girls Body S44 w/Head Body Pale 1/6 Small Bust Super Flexible Female Female Seamless TB League action-figure
20,FIGMA YURU CAMP NADESHIKO KAGAMIHARA DX EDITION,3300000,11/2021,5, 3/2021  3.300.000d figma Yuru Camp Nadeshiko Kagamihara DX Edition   Nadeshiko Kagamihara    Yuru Camp (Laid-Back Camp)   Max Factory   13cm    11/2021 DX Edition Yuru Camp figma Max Factory Laid-Back Camp Nadeshiko Kagamihara action-figure, 3/2021  3.300.000d figma Yuru Camp Nadeshiko Kagamihara DX Edition   Nadeshiko Kagamihara    Yuru Camp (Laid-Back Camp)   Max Factory   13cm    11/2021 DX Edition Yuru Camp figma Max Factory Laid-Back Camp Nadeshiko Kagamihara action-figure
21,FIGMA YURU CAMP NADESHIKO KAGAMIHARA,2480000,11/2021,5, 3/2021  2.480.000d figma Yuru Camp Nadeshiko Kagamihara   Nadeshiko Kagamihara    Yuru Camp (Laid-Back Camp)   Max Factory   13cm    11/2021 figma Yuru Camp Max Factory Laid-Back Camp Nadeshiko Kagamihara action-figure, 3/2021  2.480.000d figma Yuru Camp Nadeshiko Kagamihara   Nadeshiko Kagamihara    Yuru Camp (Laid-Back Camp)   Max Factory   13cm    11/2021 figma Yuru Camp Max Factory Laid-Back Camp Nadeshiko Kagamihara action-figure
22,SUPER ACTION STATUE JOJO'S BIZARRE ADVENTURE PART 2 CAESAR ANTONIO ZEPPELIE,2350000,7/2021,5, 3/2021  2.350.000d Super Action Statue JoJo's Bizarre Adventure Part 2 Caesar Antonio Zeppelie   Caesar Antonio Zeppelie   JoJo's Bizarre Adventure    Medicos Entertainment   16cm    7/2021 Medicos Entertainment Super Action Statue Statue JoJo's Bizarre Adventure Part 2 Caesar Antonio Zeppelie JoJo's Bizarre Adventure action-figure, 3/2021  2.350.000d Super Action Statue JoJo's Bizarre Adventure Part 2 Caesar Antonio Zeppelie   Caesar Antonio Zeppelie   JoJo's Bizarre Adventure    Medicos Entertainment   16cm    7/2021 Medicos Entertainment Super Action Statue Statue JoJo's Bizarre Adventure Part 2 Caesar Antonio Zeppelie JoJo's Bizarre Adventure action-figure
23,SUPER ACTION STATUE JOJO'S BIZARRE ADVENTURE PART 2 JOSEPH JOESTAR,2350000,7/2021,5, 3/2021  2.350.000d Super Action Statue JoJo's Bizarre Adventure Part 2 Joseph Joestar   Joseph Joestar   JoJo's Bizarre Adventure    Medicos Entertainment   16cm    7/2021 Super Action Statue Medicos Entertainment JoJo's Bizarre Adventure Part 2 JoJo's Bizarre Adventure Joseph Joestar action-figure, 3/2021  2.350.000d Super Action Statue JoJo's Bizarre Adventure Part 2 Joseph Joestar   Joseph Joestar   JoJo's Bizarre Adventure    Medicos Entertainment   16cm    7/2021 Super Action Statue Medicos Entertainment JoJo's Bizarre Adventure Part 2 JoJo's Bizarre Adventure Joseph Joestar action-figure
24,MEGAMI DEVICE ASRA TAMAMO-NO-MAE 1/1,3180000,9/2021,5, 3/2021  3.180.000d Megami Device Asra Tamamo-no-mae 1/1    Asra Tamamo-no-mae    Megami Device   1/1   Kotobukiya   17.5cm    9/2021 Asra Tamamo-no-mae Megami Device 1/1 Kotobukiya Plastic Model action-figure, 3/2021  3.180.000d Megami Device Asra Tamamo-no-mae 1/1    Asra Tamamo-no-mae    Megami Device   1/1   Kotobukiya   17.5cm    9/2021 Asra Tamamo-no-mae Megami Device 1/1 Kotobukiya Plastic Model action-figure
25,FIGMA ARMS NOTE TOSHOIINCHO-SAN,2920000,11/2021,5, 3/2021  2.920.000d figma ARMS NOTE ToshoIincho-san   ToshoIincho-san    ARMS NOTE   Max Factory   14.5cm    11/2021 Max Factory ARMS NOTE figma ToshoIincho-san action-figure, 3/2021  2.920.000d figma ARMS NOTE ToshoIincho-san   ToshoIincho-san    ARMS NOTE   Max Factory   14.5cm    11/2021 Max Factory ARMS NOTE figma ToshoIincho-san action-figure
26,SOUSAI SHOUJOU TEIEN RITSUKA SAIKI [ST. IRIS GAKUEN GIRLS' HIGH SCHOOL SUMMER CLOTHES] 1/10,2100000,157,5, 3/2021  2.100.000d Sousai Shoujou Teien Ritsuka Saiki [St. Iris Gakuen Girls' High School Summer Clothes] 1/10   Ritsuka Saiki    Sousai Shoujou Teien   1/10   Kotobukiya   15.7cm  Kotobukiya St. Iris Gakuen Girls' High School Summer Clothes Sousai Shoujou Teien 1/10 Ritsuka Saiki action-figure, 3/2021  2.100.000d Sousai Shoujou Teien Ritsuka Saiki [St. Iris Gakuen Girls' High School Summer Clothes] 1/10   Ritsuka Saiki    Sousai Shoujou Teien   1/10   Kotobukiya   15.7cm  Kotobukiya St. Iris Gakuen Girls' High School Summer Clothes Sousai Shoujou Teien 1/10 Ritsuka Saiki action-figure
27,ACT MODE SENKI ZESSHO SYMPHOGEAR GX HIBIKI TACHIBANA,2400000,11/2021,5, 3/2021  2.400.000d ACT MODE Senki Zessho Symphogear GX Hibiki Tachibana   Hibiki Tachibana    Senki Zessho Symphogear GX   Good Smile Company   15.5cm    11/2021 Good Smile Company Senki Zessho Symphogear GX Senki Zessho Symphogear ACT MODE Hibiki Tachibana action-figure, 3/2021  2.400.000d ACT MODE Senki Zessho Symphogear GX Hibiki Tachibana   Hibiki Tachibana    Senki Zessho Symphogear GX   Good Smile Company   15.5cm    11/2021 Good Smile Company Senki Zessho Symphogear GX Senki Zessho Symphogear ACT MODE Hibiki Tachibana action-figure
28,EVA GLOBAL GODZILLA VS. EVANGELION TYPE-3 KIRYU EVA UNIT-01 COLOR VER. PLASTIC MODEL,4700000,6/2021,5, 3/2021  4.700.000d EVA GLOBAL Godzilla vs. Evangelion Type-3 Kiryu EVA Unit-01 Color Ver. Plastic Model   Godzilla    Godzilla vs. Evangelion   Aoshima   24cm    6/2021 EVA Unit-01 Color Ver Godzilla Plastic Model EVA Unit-01 Godzilla vs. Evangelion Type-3 EVA GLOBAL Evangelion action-figure, 3/2021  4.700.000d EVA GLOBAL Godzilla vs. Evangelion Type-3 Kiryu EVA Unit-01 Color Ver. Plastic Model   Godzilla    Godzilla vs. Evangelion   Aoshima   24cm    6/2021 EVA Unit-01 Color Ver Godzilla Plastic Model EVA Unit-01 Godzilla vs. Evangelion Type-3 EVA GLOBAL Evangelion action-figure
29,ACT MODE MITO NAGISHIRO ORIGINAL CHARACTER RUMI POSABLE FIGURE & PLASTIC MODEL,3980000,10/2021,5, 3/2021  3.980.000d ACT MODE Mito Nagishiro Original Character Rumi Posable Figure & Plastic Model   Mito Nagishiro    Original Character   Good Smile Company   16cm    10/2021 Rumi Posable Plastic Model Mito Nagishiro Good Smile Company Original Character ACT MODE action-figure, 3/2021  3.980.000d ACT MODE Mito Nagishiro Original Character Rumi Posable Figure & Plastic Model   Mito Nagishiro    Original Character   Good Smile Company   16cm    10/2021 Rumi Posable Plastic Model Mito Nagishiro Good Smile Company Original Character ACT MODE action-figure
30,"FIGMA MOVIE ""MADE IN ABYSS"" -DAWN OF THE DEEP SOUL- BONDREWD",3000000,11/2021,5," 2/2021  3.000.000d figma Movie ""Made in Abyss"" -Dawn of the Deep Soul- Bondrewd   Bondrewd    Made in Abyss   Max Factory   15cm    11/2021 Bondrewd figma Made in Abyss Max Factory Dawn of the Deep Soul action-figure"," 2/2021  3.000.000d figma Movie ""Made in Abyss"" -Dawn of the Deep Soul- Bondrewd   Bondrewd    Made in Abyss   Max Factory   15cm    11/2021 Bondrewd figma Made in Abyss Max Factory Dawn of the Deep Soul action-figure"
31,"FIGMA MOVIE ""MADE IN ABYSS"" -DAWN OF THE DEEP SOUL- BONDREWD ASCENDING TO THE MORNING STAR",3300000,11/2021,5," 2/2021  3.300.000d figma Movie ""Made in Abyss"" -Dawn of the Deep Soul- Bondrewd Ascending to the Morning Star   Bondrewd    Made in Abyss   Max Factory   15cm    11/2021 Made in Abyss Max Factory Bondrewd Ascending to the Morning Star Dawn of the Deep Soul figma action-figure"," 2/2021  3.300.000d figma Movie ""Made in Abyss"" -Dawn of the Deep Soul- Bondrewd Ascending to the Morning Star   Bondrewd    Made in Abyss   Max Factory   15cm    11/2021 Made in Abyss Max Factory Bondrewd Ascending to the Morning Star Dawn of the Deep Soul figma action-figure"
32,SHINGEKI NO KYOJIN - ARMIN ARLERT - FIGMA (#EX-017) (MAX FACTORY),6100000,7/2014,5," 2/2021  6.100.000d Shingeki no Kyojin - Armin Arlert - Figma (#EX-017) (Max Factory)   Armin Arlert    Shingeki no Kyojin , Attack ON Titan   Max Factory   14cm    7/2014 Max Factory Armin Arlert Shingeki no Kyojin Figma #EX-017 Attack ON Titan action-figure"," 2/2021  6.100.000d Shingeki no Kyojin - Armin Arlert - Figma (#EX-017) (Max Factory)   Armin Arlert    Shingeki no Kyojin , Attack ON Titan   Max Factory   14cm    7/2014 Max Factory Armin Arlert Shingeki no Kyojin Figma #EX-017 Attack ON Titan action-figure"
33,MODEROID MY HERO ACADEMIA KATSUKI BAKUGO PLASTIC MODEL,1720000,6/2021,5, 2/2021  1.720.000d MODEROID My Hero Academia Katsuki Bakugo Plastic Model   Katsuki Bakugo    My Hero Academia (Boku no Hero Academia)   Good Smile Company   16cm    6/2021 My Hero Academia MODEROID Katsuki Bakugo Good Smile Company Boku no Hero Academia Plastic Model action-figure, 2/2021  1.720.000d MODEROID My Hero Academia Katsuki Bakugo Plastic Model   Katsuki Bakugo    My Hero Academia (Boku no Hero Academia)   Good Smile Company   16cm    6/2021 My Hero Academia MODEROID Katsuki Bakugo Good Smile Company Boku no Hero Academia Plastic Model action-figure
34,MODEROID MY HERO ACADEMIA IZUKU MIDORIYA PLASTIC MODEL,1720000,6/2021,5, 2/2021  1.720.000d MODEROID My Hero Academia Izuku Midoriya Plastic Model   Izuku Midoriya(Deku)    My Hero Academia (Boku no Hero Academia)   Good Smile Company   15.5cm    6/2021 Boku no Hero Academia Plastic Model Izuku Midoriya My Hero Academia MODEROID Good Smile Company action-figure, 2/2021  1.720.000d MODEROID My Hero Academia Izuku Midoriya Plastic Model   Izuku Midoriya(Deku)    My Hero Academia (Boku no Hero Academia)   Good Smile Company   15.5cm    6/2021 Boku no Hero Academia Plastic Model Izuku Midoriya My Hero Academia MODEROID Good Smile Company action-figure
35,FIGMA - ATTACK ON TITAN: LEVI,6350000,6/2014,5," 2/2021  6.350.000d figma - Attack on Titan Levi   Levi ( Levi Ackerman )     Shingeki no Kyojin , Attack On Titan   Max Factory   14cm    6/2014 Max Factory figma Shingeki no Kyojin Levi Levi Ackerman Attack on Titan action-figure"," 2/2021  6.350.000d figma - Attack on Titan Levi   Levi ( Levi Ackerman )     Shingeki no Kyojin , Attack On Titan   Max Factory   14cm    6/2014 Max Factory figma Shingeki no Kyojin Levi Levi Ackerman Attack on Titan action-figure"
36,SHINGEKI NO KYOJIN - LEVI - FIGMA (#EX-020) - CLEANING VER.,6350000,26/11/2014,5," 2/2021  6.350.000d Shingeki no Kyojin - Levi - Figma (#EX-020) - Cleaning ver.   Levi    Shingeki no Kyojin , Attack On Titan   Max Factory   14cm    26/11/2014 Levi Attack On Titan Cleaning ver. #EX-020 Max Factory Figma Shingeki no Kyojin action-figure"," 2/2021  6.350.000d Shingeki no Kyojin - Levi - Figma (#EX-020) - Cleaning ver.   Levi    Shingeki no Kyojin , Attack On Titan   Max Factory   14cm    26/11/2014 Levi Attack On Titan Cleaning ver. #EX-020 Max Factory Figma Shingeki no Kyojin action-figure"
37,"""G.N.PROJECT"" UNCODED WOLF ARMOR ALTERNATIVE 1/12 ACTION FIGURE",3450000,2/2021,5," 2/2021  3.450.000d ""G.N.PROJECT"" Uncoded Wolf Armor Alternative 1/12 Action Figure   Wolf Armor Alternative    G.N.PROJECT   1/12   Snail Shell Studio   17cm    2/2021 Snail Shell Studio 1/12 Uncoded Wolf Armor Alternative G.N.PROJECT Wolf Armor Alternative action-figure"," 2/2021  3.450.000d ""G.N.PROJECT"" Uncoded Wolf Armor Alternative 1/12 Action Figure   Wolf Armor Alternative    G.N.PROJECT   1/12   Snail Shell Studio   17cm    2/2021 Snail Shell Studio 1/12 Uncoded Wolf Armor Alternative G.N.PROJECT Wolf Armor Alternative action-figure"
38,PUNISHING: GRAY RAVEN LUCIA DAWN 1/8,4450000,10/2021,5, 2/2021  4.450.000d Punishing Gray Raven Lucia Dawn 1/8   Lucia     Punishing Gray Raven   1/8    APEX   20cm    10/2021 APEX Punishing: Gray Raven Lucia Dawn 1/8 Lucia action-figure, 2/2021  4.450.000d Punishing Gray Raven Lucia Dawn 1/8   Lucia     Punishing Gray Raven   1/8    APEX   20cm    10/2021 APEX Punishing Gray Raven Lucia Dawn 1/8 Lucia action-figure
39,FIGMA DEATH STRANDING SAM PORTER BRIDGES,2780000,10/2021,5, 2/2021  2.780.000d figma Death Stranding Sam Porter Bridges   Sam Porter Bridges    Death Stranding   Max Factory   16cm    10/2021 Sam Porter Bridges figma Death Stranding Max Factory action-figure, 2/2021  2.780.000d figma Death Stranding Sam Porter Bridges   Sam Porter Bridges    Death Stranding   Max Factory   16cm    10/2021 Sam Porter Bridges figma Death Stranding Max Factory action-figure
40,FIGMA DEATH STRANDING SAM PORTER BRIDGES DX EDITION,3500000,10/2021,5, 2/2021  3.500.000d figma Death Stranding Sam Porter Bridges DX Edition   Sam Porter Bridges    Death Stranding   Max Factory   16cm    10/2021 figma Death Stranding DX Edition Sam Porter Bridges Max Factory action-figure, 2/2021  3.500.000d figma Death Stranding Sam Porter Bridges DX Edition   Sam Porter Bridges    Death Stranding   Max Factory   16cm    10/2021 figma Death Stranding DX Edition Sam Porter Bridges Max Factory action-figure
41,FIGMA LITTLEARMORY RIKKA SHIINA SUMMER UNIFORM VER.,2550000,2020,5,figma uniform Rikka Shiina LittleArmory summer Tomytec 02/2018 action-figure,figma uniform Rikka Shiina LittleArmory summer Tomytec 02/2018 action-figure
42,FIGMA RIN SHIBUYA - LIMITED,2100000,2020,5,THE IDOLM@STER 2/2013 Max Factory Rin Shibuya Figma action-figure,THE IDOLM@STER 2/2013 Max Factory Rin Shibuya Figma action-figure
43,S.H.FIGUARTS ULTRAMAN,1680000,6/2021,5, 2/2021  1.680.000d S.H.Figuarts Ultraman   Ultraman    Ultraman   Bandai Spirits   15cm    6/2021 Bandai Spirits S.H.Figuarts Ultraman action-figure, 2/2021  1.680.000d S.H.Figuarts Ultraman   Ultraman    Ultraman   Bandai Spirits   15cm    6/2021 Bandai Spirits S.H.Figuarts Ultraman action-figure
44,PLAMAX GP-01 GUILTY PRINCESS MAIDROID MIAO PLASTIC MODEL,2200000,8/2021,5, 1/2021  2.200.000d PLAMAX GP-01 Guilty Princess Maidroid Miao Plastic Model   PLAMAX GP-01   Guilty Princess Maidroid Miao   Max Factory   16cm    8/2021 Plastic Model Max Factory PLAMAX PLAMAX GP-01 Guilty Princess Maidroid Miao action-figure, 1/2021  2.200.000d PLAMAX GP-01 Guilty Princess Maidroid Miao Plastic Model   PLAMAX GP-01   Guilty Princess Maidroid Miao   Max Factory   16cm    8/2021 Plastic Model Max Factory PLAMAX PLAMAX GP-01 Guilty Princess Maidroid Miao action-figure
45,FIGMA POKEMON MARNIE,2550000,11/2021,5, 1/2021  2.550.000d figma Pokemon Marnie   Marnie   Pokemon   Good Smile Company   12.5cm    11/2021 Marnie figma Good Smile Company Pokemon action-figure, 1/2021  2.550.000d figma Pokemon Marnie   Marnie   Pokemon   Good Smile Company   12.5cm    11/2021 Marnie figma Good Smile Company Pokemon action-figure
